variant,N,P,rep,seconds,rc
parpseq,450,4,7,0.310399644,0
parpseq,450,4,8,0.28302844,0
parpseq,450,4,9,0.291605822,0
parpseq,450,4,10,0.314981221,0
parpseq,450,8,1,0.180894221,0
parpseq,450,8,2,0.162810605,0
parpseq,450,8,3,0.180401697,0
parpseq,450,8,4,0.181383341,0
parpseq,450,8,5,0.17852469,0
parpseq,450,8,6,0.157560169,0
parpseq,450,8,7,0.171771448,0
parpseq,450,8,8,0.180662753,0
parpseq,450,8,9,0.186204068,0
parpseq,450,8,10,0.185556493,0
parpseq,500,1,1,1.48710174,0
parpseq,500,1,2,1.44662927,0
parpseq,500,1,3,1.510569832,0
parpseq,500,1,4,1.487093794,0
parpseq,500,1,5,1.480044461,0
parpseq,500,1,6,1.444910314,0
parpseq,500,1,7,1.545578419,0
parpseq,500,1,8,1.467073963,0
parpseq,500,1,9,1.531460895,0
parpseq,500,1,10,1.458012452,0
parpseq,500,2,1,1.181662278,0
parpseq,500,2,2,1.232148763,0
parpseq,500,2,3,1.15747245,0
parpseq,500,2,4,1.080729017,0
parpseq,500,2,5,1.355982042,0
parpseq,500,2,6,1.28714654,0
parpseq,500,2,7,1.236715836,0
parpseq,500,2,8,1.261386518,0
parpseq,500,2,9,1.163088462,0
parpseq,500,2,10,1.164328647,0
parpseq,500,4,1,0.428760562,0
parpseq,500,4,2,0.419735624,0
parpseq,500,4,3,0.404624321,0
parpseq,500,4,4,0.427932266,0
parpseq,500,4,5,0.432976894,0
parpseq,500,4,6,0.544166738,0
parpseq,500,4,7,0.434050226,0
parpseq,500,4,8,0.55197277,0
parpseq,500,4,9,0.504393703,0
parpseq,500,4,10,0.441365115,0
parpseq,500,8,1,0.25465743,0
parpseq,500,8,2,0.217503488,0
parpseq,500,8,3,0.263285781,0
parpseq,500,8,4,0.235348921,0
parpseq,500,8,5,0.263785718,0
parpseq,500,8,6,0.227668459,0
parpseq,500,8,7,0.25183531,0
parpseq,500,8,8,0.281925187,0
parpseq,500,8,9,0.227742244,0
parpseq,500,8,10,0.251431134,0
parpseq,550,1,1,2.368974721,0
parpseq,550,1,2,2.228628046,0
parpseq,550,1,3,2.292728272,0
